cod_aerolinea,nombre_aerolinea,cod_pais,cod_iata,cod_icao,identificacion,pais_aerolinea,sw_activa
00361,Aero Entreprise,FRA,Z9,AON,AERO ENTERPRISE,France,N
00362,As,Z99,Z9,AOO,Opened Joint Stock Company,COMPANY AS,N
00363,Aeropiloto,PRT,Z9,AOP,AEROPILOTO,Portugal,N
00364,Aeroenlaces Nacionales,MEX,Z9,VIV,AEROENLACES,Mexico,N
00365,Aerovis Airlines,UKR,Z9,VIZ,AEROVIZ,Ukraine,N
00366,Avjet International (FZE),ARE,Z9,VJE,I999,United Arab Emirates,N
00367,Aerovista Gulf Express,ARE,Z9,VGF,VISTA GULF,United Arab Emirates,N
00368,Air Vegas,USA,6V,VGA,AIR VEGAS,United States,N
00369,Almaver,MEX,Z9,VER,ALMAVER,Mexico,N
00370,Afro International Ent. Limited,NGA,Z9,AOR,INTER-AFRO,Nigeria,N
00371,Alitalia Express,ITA,XM,SMX,ALIEXPRESS,Italy,Y
00372,Asia Overnight Express,PHL,OE,AOT,ASIA OVERNIGHT,Philippines,N
00373,Air Tractor,HRV,Z9,AOU,AIR TRACTOR,Croatia,N
00374,Aero Vision,FRA,Z9,AOV,AEROVISION,France,N
00375,Aerotaxi Del Valle,COL,Z9,AOX,AEROVALLE,Colombia,N
00376,Air Park Aviation Ltd.,CAN,Z9,APA,CAN-AM,Canada,N
00377,Airpac Airlines,Z99,Z9,APC,Inc.,AIRPAC,N
00378,Aeroservicios Monterrey,MEX,Z9,SVM,SERVIMONTE,Mexico,N
00379,Amapola Flyg AB,SWE,Z9,APF,AMAPOLA,Sweden,N
00380,Air People International,THA,Z9,APG,AIR PEOPLE,Thailand,N
00381,Alpha Aviation,Z99,Z9,APH,Inc.,AIRFLIGHT,N
00382,ASA Pesada,Z99,Z9,API,Lda.,ASA PESADA,N
00383,Air Print,Z99,Z9,APJ,S.A.,AIR PRINT,N
00384,Atlantic Airlines,USA,Z9,BJK,BLACKJACK,United States,N
00385,Aerotransporte Petrolero,COL,Z9,PET,AEROPETRO,Colombia,N
00386,Aero Flight,DEU,GV,ARF,Aero Fox,Germany,Y
00387,ACM Aviation,USA,Z9,BJT,BAY JET,United States,N
00388,Aircompany Barcol,RUS,Z9,BKL,BARCOL,Russia,N
00389,All Charter Limited,GBR,Z9,BLA,ALL CHARTER,United Kingdom,N
00390,Appalachian Flying Service,Z99,Z9,APL,Inc.,APPALACHIAN,N
00391,Airpac,Z99,Z9,APM,Inc.,ALASKA PACIFIC,N
00392,Aeropro,CAN,Z9,APO,AEROPRO,Canada,N
00393,Aerolineas Pacifico Atlantico,Z99,Z9,APP,S.A. (Apair),AEROPERLAS,N
00394,Aspen Aviation,USA,Z9,APQ,ASPEN BASE,United States,N
00395,Aeropuma,Z99,Z9,APU,S.A.,AEROPUMA,N
00396,Air Plan International,Z99,Z9,APV,AIR PLAN,Democratic Republic of the Congo,N
00397,Arrow Air,USA,JW,APW,BIG A,United States,Y
00398,Apex Air Cargo,USA,Z9,APX,PARCEL EXPRESS,United States,N
00399,APA Internacional,DOM,Z9,APY,APA INTERNACIONAL,Dominican Republic,N
00400,Aeroatlas,Z99,Z9,AQA,S.A.,ATCO,N
00401,Aquila Air Ltd.,CAN,Z9,AQL,AQUILA,Canada,N
00402,Air Queensland,AUS,Z9,AQN,BUSHAIR,Australia,N
00403,Aluminum Company Of America,USA,Z9,AQO,ALCOA SHUTTLE,United States,N
00404,Aviones de Renta de Quintana Roo,Z99,Z9,AQT,S.A. de C.V.,AVIOQUINTANA,N
00405,AirQuarius Aviation,ZAF,Z9,AQU,QUARIUS,South Africa,N
00406,Aerodyne Charter Company,USA,Z9,AQZ,QUANZA,United States,N
00407,Arik Air,NGA,W3,ARA,ARIK AIR,Nigeria,N
00408,Avia Air N.V.,ABW,Z9,ARB,AVIAIR,Aruba,N
00409,Air Routing International Corp.,USA,Z9,ARC,,United States,N
00410,Aerocondor,PRT,2B,ARD,AEROCONDOR,Portugal,Y
00411,Aires,Z99,4C,ARE,Aerovias de Integracion Regional,S.A.,Y
00412,Aerolineas Argentinas,ARG,AR,ARG,ARGENTINA,Argentina,Y
00413,Arrowhead Airways,USA,Z9,ARH,ARROWHEAD,United States,N
00414,Aero Vics,MEX,Z9,ARI,AEROVICS,Mexico,N
00415,Aerojet de Costa Rica,Z99,Z9,ARJ,S.A.,,N
00416,Antillana De Navegacion Aerea,DOM,Z9,SUN,I999,Dominican Republic,N
00417,Aeroservicios De San Luis,MEX,Z9,SUO,SERVICIO SANLUIS,Mexico,N
00418,Aerosuper,MEX,Z9,SUP,AEROSUPER,Mexico,N
00419,Aero Link Air Services S.L.,ESP,Z9,ARK,LINK SERVICE,Spain,N
00420,Airlec - Air Aquitaine Transport,FRA,Z9,ARL,AIRLEC,France,N
00421,Aeromarket Express,ESP,Z9,ARM,AMEX,Spain,N
00422,Arrow Aviation Ltd.,CAN,Z9,ARO,ARROW,Canada,N
00423,RPA-Aviataxi Ltd.,RUS,Z9,ARP,I999,Russia,N
00424,Air Klaipeda,LTU,Z9,KLD,AIR KLAIPEDA,Lithuania,N
00425,Armstrong Air,Z99,Z9,ARQ,Inc.,ARMSTRONG,N
00426,Air Armenia,ARM,QN,ARR,AIR ARMENIA,Armenia,N
00427,Aeromet Servicios,CHL,Z9,ARS,METSERVICE,Chile,N
00428,Aerotal Aerolineas Territoriales de Colombia Ltda,COL,Z9,ART,AEROTAL,Colombia,N
00429,Aravco Ltd.,GBR,Z9,ARV,ARAVCO,United Kingdom,N
00430,Aria,FRA,Z9,ARW,ARIABIRD,France,N
00431,Air Xpress,Z99,Z9,ARX,Inc.,AIREX,N
00432,Airline Alania,RUS,Z9,OST,ALANIA,Russia,N
00433,Air Tchad,TCD,Z9,HTT,HOTEL TANGO,Chad,N
00434,Aerloineas de Techuacan,MEX,Z9,HUC,LINEAS TEHUACAN,Mexico,N
00435,Aerotransportes Huitzilin,MEX,Z9,HUT,AEROHUITZILIN,Mexico,N
00436,Aero Transportes Del Humaya,MEX,Z9,HUY,AERO HUMAYA,Mexico,N
00437,Argosy Airways,USA,Z9,ARY,GOSEY,United States,N
00438,Air Resorts,USA,Z9,ARZ,AIR RESORTS,United States,N
00439,Alaska Airlines,Z99,AS,ASA,Inc.,ALASKA,Y
00440,Air-Spray 1967 Ltd.,CAN,Z9,ASB,AIR SPRAY,Canada,N
00441,Air Star Corporation,CAN,Z9,ASC,AIR STAR,Canada,N
00442,Air Sinai,EGY,4D,ASD,AIR SINAI,Egypt,Y
00443,Airstars,RUS,PL,ASE,MOROZOV,Russia,N
00444,Air Schefferville,Z99,Z9,ASF,Inc.,SCHEFF,N
00445,African Star Airways (PTY) Ltd.,ZAF,Z9,ASG,AFRICAN STAR,South Africa,N
00446,Aerosun International,Z99,Z9,ASI,Inc.,AEROSUN,N
00447,Air Satellite,CAN,Z9,ASJ,SATELLITE,Canada,N
00448,Awesome Flight Services (PTY) Ltd.,ZAF,Z9,ASM,AWESOME,South Africa,N
00449,Air and Sea Transport,RUS,Z9,ASN,,Russia,N
00450,Aero Slovakia,SVK,Z9,ASO,AERO NITRA,Slovakia,N
00451,Airsprint,CAN,Z9,ASP,AIRSPRINT,Canada,N
00452,Atlantic Southeast Airlines,USA,EV,ASQ,ACEY,United States,Y
00453,All Star Airlines,Z99,Z9,ASR,Inc.,ALL STAR,N
00454,Air Class,Z99,Z9,ASS,S.A. de C.V.,AIR CLASS,N
00455,Aerlineas Del Oeste,MEX,Z9,AST,AEROESTE,Mexico,N
00456,Aviones Are,MEX,Z9,NRE,AVIONES ARE,Mexico,N
00457,Air Nepal International,NPL,Z9,NPL,AIR NEPAL,Nepal,N
00458,Air Napier,NZL,Z9,NPR,I999,New Zealand,N
00459,Air Taxi & Cargo,SDN,Z9,WAM,TAXI CARGO,Sudan,N
00460,Arrow Panama,PAN,Z9,WAP,ARROW PANAMA,Panama,N
00461,Astravia-Bissau Air Transports Ltd.,GNB,Z9,ASV,ASTRAVIA,Guinea-Bissau,N
00462,Astrakhan Airlines,RUS,OB,ASZ,AIR ASTRAKHAN,Russia,Y
00463,Air Transport Association,USA,Z9,ATA,I999,United States,N
00464,Atlantair Ltd.,CAN,Z9,ATB,STARLITE,Canada,N
00465,Air Tanzania,TZA,TC,ATC,TANZANIA,Tanzania,Y
00466,Aerotours Dominicana,DOM,Z9,ATD,AEROTOURS,Dominican Republic,N
00467,Atlantis Transportation Services,Z99,Z9,ATE,Ltd.,ATLANTIS CANADA,N
00468,Aerotrans Airline,KAZ,Z9,ATG,BACHYT,Kazakhstan,N
00469,Air Charter World,USA,Z9,XAC,I999,United States,N
00470,Air Burkina,BFA,2J,VBW,BURKINA,Burkina Faso,Y
00471,Air Travel Corp.,USA,Z9,ATH,AIR TRAVEL,United States,N
00472,Aero-Tropics Air Services,AUS,HC,ATI,I999,Australia,N
00473,Air Traffic GmbH,DEU,Z9,ATJ,SNOOPY,Germany,N
00474,AeroTACA,COL,Z9,ATK,AEROTACA,Colombia,N
00475,Aerocentral,MEX,Z9,ATL,CENTRALMEX,Mexico,N
00476,Airlines Of Tasmania,AUS,FO,ATM,AIRTAS,Australia,Y
00477,Air Saint Pierre,FRA,PJ,SPM,I999,France,Y
00478,Air Transport International,USA,8C,ATN,AIR TRANSPORT,United States,N
00479,ASTRAL Colombia - Aerotransportes Especiales Ltda.,COL,Z9,ATP,ASTRAL,Colombia,N
00480,Air Transport Schiphol,NLD,Z9,ATQ,MULTI,Netherlands,N
00481,Aeroferinco,MEX,Z9,FEO,FERINCO,Mexico,N
00482,Aero Taxis Y Servicios Alfe,MEX,Z9,FES,AERO ALFE,Mexico,N
00483,Avialesookhrana,RUS,Z9,FFA,AVIALESOOKHRANA,Russia,N
00484,Africair Service,SEN,Z9,FFB,FOXTROT FOXTROT,Senegal,N
00485,Atlas Airlines,USA,Z9,ATR,ATLAS-AIR,United States,N
00486,Air Transport Service,Z99,Z9,ATS,I999,Democratic Republic of the Congo,N
00487,Aer Turas,IRL,Z9,ATT,AERTURAS,Ireland,N
00488,Atlant Aerobatics Ltd.,HUN,Z9,ATU,ATLANT HUNGARY,Hungary,N
00489,Avanti Air,DEU,Z9,ATV,AVANTI AIR,Germany,N
00490,Aero Trades (Western) Ltd.,CAN,Z9,ATW,AERO TRADES,Canada,N
00491,Austrian Airlines,AUT,OS,AUA,AUSTRIAN,Austria,Y
00492,Air Southwest,GBR,Z9,WOW,SWALLOW,United Kingdom,Y
00493,Augsburg Airways,DEU,IQ,AUB,AUGSBURG-AIR,Germany,Y
00494,Air Corporate,ITA,Z9,CPV,AIRCORPORATE,Italy,N
00495,Aviastar-Tu,RUS,Z9,TUP,TUPOLEVAIR,Russia,N
00496,AirBridge Cargo,RUS,RU,ABW,AIRBRIDGE CARGO,Russia,N
00497,ATUR,ECU,Z9,TUR,I999,Ecuador,Y
00498,ATESA Aerotaxis Ecuatorianos,ECU,Z9,TXU,ATESA,Ecuador,N
00499,Austin Express,USA,Z9,TXX,COWBOY,United States,N
00500,Audi Air,Z99,Z9,AUD,Inc.,AUDI AIR,N
00501,Augusta Air Luftfahrtunternehmen,DEU,Z9,AUF,AUGUSTA,Germany,N
00502,Abu Dhabi Amiri Flight,ARE,MO,AUH,SULTAN,United Arab Emirates,Y
00503,Aeroflot-Nord,RUS,5N,AUL,DVINA,Russia,Y
00504,Air Atlantic Uruguay,URY,Z9,AUM,ATLAMUR,Uruguay,N
00505,Aviones Unidos,MEX,Z9,AUN,AVIONES UNIDOS,Mexico,N
00506,Avia Business Group,RUS,Z9,AUP,I999,Russia,N
00507,Aero Servicios Expecializados,MEX,Z9,SVE,AEROESPECIAL,Mexico,N
00508,Aurigny Air Services,GBR,GR,AUR,AYLINE,United Kingdom,Y
00509,Aus-Air,AUS,NO,AUS,I999,Australia,N
00510,Austral Lineas Aereas,ARG,AU,AUT,AUSTRAL,Argentina,Y
00511,Aurora Aviation,Z99,Z9,AUU,Inc.,AURORA AIR,N
00512,Air Uganda International Ltd.,UGA,Z9,AUX,I999,Uganda,N
00513,Aerolineas Uruguayas,Z99,Z9,AUY,S.A.,AUSA,N
00514,Australian Airlines,AUS,AO,AUZ,AUSTRALIAN,Australia,N
00515,Avianca - Aerovias Nacionales de Colombia,Z99,AV,AVA,S.A.,AVIANCA,Y
00516,Aviation Beaufort,GBR,Z9,AVB,BEAUPAIR,United Kingdom,N
00517,Alamo Aviacion,Z99,Z9,AVD,S.L.,ALAMO,N
00518,Aviair Aviation Ltd.,CAN,Z9,AVF,CARIBOO,Canada,N
00519,Air Falcon,DJI,Z9,AVG,DJIBOUTI FALCON,Djibouti,N
00520,AV8 Helicopters,GBR,Z9,AVH,KENT HELI,United Kingdom,N
00521,Avia Traffic Company,KGZ,Z9,AVJ,ATOMIC,Kyrgyzstan,N
00522,AV8 Helicopters,ZAF,Z9,AVK,AVIATE-COPTER,South Africa,N
00523,Aviacion Ejecutiva Mexicana,Z99,Z9,AVM,S.A.,AVEMEX,N
00524,Air Vanuatu,VUT,NF,AVN,AIR VAN,Vanuatu,Y
00525,Aviation at Work,ZAF,Z9,AVO,AVIATION WORK,South Africa,N
00526,Avcorp Registrations,GBR,Z9,AVP,AVCORP,United Kingdom,N
00527,Alfa Aerospace,AUS,Z9,LFP,ALFA-SPACE,Australia,N
00528,Atlantic Airfreight Aviation,STP,Z9,LFR,LANFREIGHT,Sao Tome and Principe,N
00529,Aerolift Company,SLE,Z9,LFT,LIFTCO,Sierra Leone,N
00530,Aviation Services,Z99,Z9,AVQ,Inc.,AQUILINE,N
00531,Active Aero Charter,Z99,Z9,AVR,Inc.,ACTIVE AERO,N
00532,Avialsa T-35,ESP,Z9,AVS,AVIALSA,Spain,N
00533,Asia Avia Airlines,IDN,Z9,AVT,ASIAVIA,Indonesia,N
00534,Avia Sud A,FRA,Z9,AVU,AVIASUD,France,N
00535,Airvantage Incorporated,USA,Z9,AVV,AIRVANTAGE,United States,N
00536,Aviator Airways,GRC,Z9,AVW,AVIATOR,Greece,N
00537,Aviapaslauga,LTU,Z9,AVX,PASLAUGA,Lithuania,N
00538,ASL,BEL,Z9,XXX,I999,Belgium,N
00539,Air Yugoslavia,SRB,Z9,YRG,YUGAIR,Serbia,N
00540,Airlink Zambia,ZMB,K8,ZAK,I999,Zambia,N
00541,Agence Nationale des Aerodromes et de la Meteorologie,Z99,Z9,ZZM,I999,Ivory Coast,N
00542,Airbus Transport International,FRA,Z9,BGA,BELOUGA,France,N
00543,Air Bangladesh,BGD,B9,BGD,AIR BANGLA,Bangladesh,Y
00544,Aviodetachment-28,BGR,Z9,BGF,BULGARIAN,Bulgaria,N
00545,Aero BG,MEX,Z9,BGG,AERO BG,Mexico,N
00546,Aerotaxis De La Bahia,MEX,Z9,BHC,BAHIA,Mexico,N
00547,Air Mediterranee,FRA,DR,BIE,MEDITERRANEE,France,Y
00548,Aviaservice,GEO,Z9,BIV,AVIASERVICE,Georgia,N
00549,Aerolineas De El Salvador,SLV,Z9,SZA,AESA,El Salvador,N
00550,Swaziland Airlink,SWZ,Z9,SZL,SWAZILINK,Swaziland,N
00551,Air Moorea,FRA,Z9,TAH,AIR MOOREA,France,Y
00552,Aerovaradero,Z99,Z9,AVY,S.A.,AEROVARADERO,N
00553,Air Valencia,ESP,Z9,AVZ,AIR VALENCIA,Spain,N
00554,Airways International,Z99,Z9,AWB,Inc.,AIRNAT,N
00555,Airwork,NZL,Z9,AWK,AIRWORK,New Zealand,N
00556,Australian Wetleasing,AUS,Z9,AWL,AUSSIEWORLD,Australia,N
00557,Air Niamey,NER,Z9,AWN,AIR NIAMEY,Niger,N
00558,Awood Air Ltd.,CAN,Z9,AWO,AWOOD AIR,Canada,N
00559,Arctic Wings And Rotors Ltd.,CAN,Z9,AWR,ARCTIC WINGS,Canada,N
00560,Auo Airclub AIST-M,RUS,Z9,ISM,STORK,Russia,N
00561,Arab Wings,JOR,Z9,AWS,ARAB WINGS,Jordan,N
00562,Air West,CAN,Z9,AWT,AIR WEST,Canada,N
00563,Aeroline GmbH,DEU,7E,AWU,SYLT-AIR,Germany,Y
00564,Airwave Transport,Z99,Z9,AWV,Inc.,AIRWAVE,N
00565,Air Wales,GBR,6G,AWW,RED DRAGON,United Kingdom,Y
00566,Aeroway,Z99,Z9,AWY,S.L.,AEROWEE,N
00567,Air Caraïbes,FRA,TX,FWI,FRENCH WEST,France,Y
00568,AirWest,SDN,Z9,AWZ,,Sudan,N
00569,Air India Express,IND,IX,AXB,EXPRESS INDIA,India,Y
00570,Air Express,SDN,Z9,AXD,AIR SUDEX,Sudan,N
00571,Asian Express Airlines,AUS,HJ,AXF,FREIGHTEXPRESS,Australia,N
00572,Aeromexhaga,MEX,Z9,AXH,AEROMEXHAGA,Mexico,N
00573,Aeron International Airlines,Z99,Z9,AXI,Inc.,AIR FREIGHTER,N
00574,African Express Airways,KEN,Z9,AXK,EXPRESS JET,Kenya,N
00575,Air Exel,NLD,XT,AXL,EXEL COMMUTER,Netherlands,Y
00576,AirAsia,MYS,AK,AXM,ASIAN EXPRESS,Malaysia,Y
00577,Alexandair,GRC,Z9,AXN,ALEXANDROS,Greece,N
00578,Aeromax,ESP,Z9,AXP,AEROMAX SPAIN,Spain,N
00579,Action Airlines (Action Air Charter),USA,Z9,AXQ,ACTION AIR,United States,N
00580,Alberni Airways,CAN,Z9,BNI,ALBERNI,Canada,N
00581,Aerolineas Bonanza,MEX,Z9,BNZ,AERO BONANZA,Mexico,N
00582,Aerobona,MEX,Z9,BOC,AEROBONA,Mexico,N
00583,Aboitiz Air,PHL,Z9,BOI,ABAIR,Philippines,N
00584,Axel Rent,Z99,Z9,AXR,S.A.,RENTAXEL,N
00585,Altus Airlines,USA,Z9,AXS,ALTUS,United States,N
00586,Aviaxess,FRA,Z9,AXV,AXAVIA,France,N
00587,Avioimpex A.D.p.o.,MKD,Z9,AXX,IMPEX,Macedonia,N
00588,Axis Airways,FRA,6V,AXY,AXIS,France,N
00589,Aladia Airlines,MEX,Z9,AYD,AIRLINES ALADIA,Mexico,N
00590,Aykavia Aircompany,ARM,Z9,AYK,I999,Armenia,N
00591,Airman,Z99,Z9,AYM,S.L.,AIRMAN,N
00592,Atlantic Airlines,Z99,Z9,AYN,S.A.,ATLANTIC NICARAGUA,N
00593,Awsaj Aviation Services,LBY,Z9,AYS,I999,Libya,N
00594,Ayeet Aviation & Tourism,ISR,Z9,AYT,AYEET,Israel,N
00595,Atlant-Soyuz Airlines,RUS,3G,AYZ,ATLANT-SOYUZ,Russia,Y
00596,Alitalia,ITA,AZ,AZA,ALITALIA,Italy,Y
00597,Azamat,KAZ,Z9,AZB,TUMARA,Kazakhstan,N
00598,Arcus-Air Logistic,DEU,ZE,AZE,ARCUS AIR,Germany,N
00599,Air Zermatt AG,CHE,Z9,AZF,AIR ZERMATT,Switzerland,N
00600,Azalhelikopter,AZE,Z9,AZK,AZALHELICOPTER,Azerbaijan,N
00601,Africa One,ZMB,Z9,AZL,SKY AFRICA,Zambia,N
00602,Aerocozumel,MEX,Z9,AZM,AEROCOZUMEL,Mexico,N
00603,Amaszonas,BOL,Z8,AZN,I999,Bolivia,Y
00604,Arizona Pacific Airways,USA,Z9,AZP,ARIZONA PACIFIC,United States,N
00605,Aviacon Zitotrans Air Company,RUS,Z9,AZS,ZITOTRANS,Russia,N
00606,Azimut,Z99,Z9,AZT,S.A.,AZIMUT,N
00607,Azov Avia Airlines,UKR,Z9,AZV,AZOV AVIA,Ukraine,N
00608,Air Zimbabwe,ZWE,UM,AZW,AIR ZIMBABWE,Zimbabwe,Y
00609,Aero Jomacha,MEX,Z9,MHC,AERO JOMACHA,Mexico,N
00610,Air Memphis,EGY,Z9,MHS,AIR MEMPHIS,Egypt,N
00611,Air Memphis,UGA,Z9,MHU,MEPHIS UGANDA,Uganda,N
00612,Air Marrakech Service,MAR,Z9,MKH,AIR MARRAKECH,Morocco,N
00613,Air Max Africa,GAB,Z9,AZX,AZIMA,Gabon,N
00614,Arizona Airways,Z99,Z9,AZY,Inc.,ARIZAIR,N
00615,Azza Transport,SDN,Z9,AZZ,AZZA TRANSPORT,Sudan,N
00616,Air Continental Inc,USA,Z9,NAR,NIGHT AIR,United States,N
00617,Antanik-Air,UKR,Z9,NAU,ANTANIK,Ukraine,N
00618,Air Newark,USA,Z9,NER,NEWAIR,United States,N
00619,Aircraft Support and Services,LBN,Z9,NFF,I999,Lebanon,N
00620,Aerobanana,MEX,Z9,OBA,AEROBANANA,Mexico,N
00621,Amako Airlines,NGA,Z9,OBK,AMAKO AIR,Nigeria,N
00622,Aserca Airlines,VEN,R7,OCA,AROSCA,Venezuela,Y
00623,Afrique CArgo Service Senegal,SEN,Z9,NFS,I999,Senegal,N
00624,Angoservice,AGO,Z9,NGC,ANGOSERVICE,Angola,N
00625,Angel Airlines,THA,Z9,NGE,ANGEL AIR,Thailand,N
00626,Angel Flight America,USA,Z9,NGF,ANGEL FLIGHT,United States,N
00627,Air Atonabee,CAN,Z9,OUL,CITY EXPRESS,Canada,N
00628,Aero Nova,ESP,Z9,OVA,AERONOVA,Spain,N
00629,Amira Air,AUT,Z9,XPE,EXPERT,Austria,N
00630,Aero Express Intercontinental,MEX,Z9,XSS,INTER EXPRESS,Mexico,N
00631,Advance Aviation Services,USA,Z9,XTJ,I999,United States,N
00632,Air Libya Tibesti,LBY,Z9,TLR,AIR LIBYA,Libya,N
00633,Aerovic,ECU,Z9,OVC,I999,Ecuador,N
00634,Airventure,BEL,Z9,RVE,AIRVENTURE,Belgium,N
00635,Aero Servicios,MEX,Z9,RVI,AERO SERVICIOS,Mexico,N
00636,Airvallee,ITA,Z9,RVL,AIR VALLEE,Italy,N
00637,Aeromover,MEX,Z9,OVE,AEROMOVER,Mexico,N
00638,Aerovias Ejecutivas,MEX,Z9,OVI,VIAS EJECUTIVAS,Mexico,N
00639,Aero Servicio Pity,MEX,Z9,PTD,PITY,Mexico,N
00640,Aero Copter,MEX,Z9,PTE,I999,Mexico,N
00641,Rossiya-Russian Airlines,RUS,FV,SDM,PULKOVO,Russia,Y
00642,Air Pal,ESP,Z9,PLL,AIRPAL,Spain,N
00643,Air Pullmantur,ESP,Z9,PLM,PULLMANTUR,Spain,N
00644,Aviaexpress,HUN,RX,AEH,Avex,Hungary,N
00645,Aviones Para Servirle,MEX,Z9,PSG,SERVIAVIONES,Mexico,N
00646,Avio Sluzba,SRB,Z9,SLU,AVIO SLUZBA,Serbia,N
00647,Air Scorpio,BGR,Z9,SCU,SCORPIO UNIVERS,Bulgaria,N
00648,Air Spirit,USA,Z9,SIP,AIR SPIRIT,United States,N
00649,Alatau Airlines,KAZ,Z9,BMV,OLIGA,Kazakhstan,N
00650,Aviateca,GTM,Z9,GUG,AVIATECA,Guatemala,N
00651,Aroostook Aviation,USA,Z9,PXX,PINE STATE,United States,N
00652,Aeropycsa,MEX,Z9,PYC,AEROPYCSA,Mexico,N
00653,Association of Private Pilots of Kazakhstan,KAZ,Z9,PVK,BORIS,Kazakhstan,N
00654,The Amiri Flight,BHR,Z9,BAH,BAHRAIN,Bahrain,N
00655,Aero Services,BRB,Z9,BAS,AEROSERV,Barbados,N
00656,Ababeel Aviation,SDN,Z9,BBE,BABEL AIR,Sudan,N
00657,Air Bashkortostan,RUS,Z9,BBT,AGYDAL,Russia,N
00658,Ambulance Air Africa,ZAF,Z9,MCY,MERCY,South Africa,N
00659,American Eagle Airlines,USA,MQ,EGF,EAGLE FLIGHT,United States,Y
00660,Aeropuelche,CHL,Z9,PUE,PUELCHE,Chile,N
00661,Aeroput,SRB,Z9,PUT,I999,Serbia,N
00662,Azzurra Air,ITA,Z9,AZI,AZZURRA,Italy,N
00663,Airshop,NLD,FF,Z99,I999,Netherlands,N
00664,African Transport Trading and Investment Company,SDN,ML,Z99,I999,Sudan,N
00665,AD Aviation,GBR,Z9,VUE,FLIGHTVUE,United Kingdom,Y
00666,Aero Costa Taxi Aereo,MEX,Z9,XCT,AEROCOSTAXI,Mexico,N
00667,Aerovitro,MEX,Z9,VRO,AEROVITRO,Mexico,N
00668,Aerotaxi Villa Rica,MEX,Z9,VRI,VILLARICA,Mexico,N
00669,Aerovega,MEX,Z9,VEG,AEROVEGA,Mexico,N
00670,Aerovilla,COL,Z9,VVG,AEROVILLA,Colombia,N
00671,Aerolineas Villaverde,MEX,Z9,VLR,VILLAVERDE,Mexico,N
00672,Aero Air,USA,Z9,WIL,WILLIAMETTE,United States,N
00673,Aero Ejecutivos,VEN,Z9,VEJ,VENEJECUTIV,Venezuela,N
00674,Aero Industries Inc,USA,Z9,WAB,WABASH,United States,N
00675,Aero Servicios Vanguardia,MEX,Z9,VNG,VANGUARDIA,Mexico,N
00676,Aero Taxi Los Valles,ESP,Z9,VAD,VALLES,Spain,N
00677,Aero Vilamoura,PRT,Z9,VMR,AERO VILAMOURA,Portugal,N
00678,Aero Virel,MEX,Z9,VLS,VIREL,Mexico,N
00679,Aeronautical Radio Inc,USA,Z9,XAA,I999,United States,N
00680,Aerovuelox,MEX,Z9,VUO,AEROVUELOX,Mexico,N
00681,Aeronaves TSM,MEX,Z9,VTM,AERONAVES TSM,Mexico,N
00682,Air Ivoire,Z99,VU,VUN,AIRIVOIRE,Ivory Coast,Y
00683,Air Botswana,BWA,BP,BOT,BOTSWANA,Botswana,Y
00684,Air-Rep,USA,Z9,XPR,I999,United States,N
00685,Air Excel,TZA,Z9,XLL,TINGA-TINGA,Tanzania,N
00686,Air Evans,ESP,Z9,VAE,AIR-EVANS,Spain,N
00687,Air Sorel,CAN,Z9,WHY,AIR SOREL,Canada,N
00688,Air Net Private Charter,USA,Z9,WDR,WIND RIDER,United States,N
00689,Air Executive Charter,DEU,Z9,XEC,I999,Germany,N
00690,Air Foyle,GBR,GS,UPA,FOYLE,United Kingdom,Y
00691,Air Midwest,NGA,Z9,VTY,VICTORY,Nigeria,N
00692,Air Tahiti,PYF,VT,VTA,AIR TAHITI,French Polynesia,Y
00693,Air Urga,UKR,3N,URG,URGA,Ukraine,N
00694,Air Vardar,MKD,Z9,VDR,VARDAR,Macedonia,N
00695,Air VIA,BGR,VL,VIM,I999,Bulgaria,Y
00696,Air Walser,ITA,Z9,WLR,AIRWALSER,Italy,N
00697,Aircompany Rosavia,UKR,Z9,URA,ROSAVIA,Ukraine,N
00698,Aircraft Performance Group,USA,Z9,XLB,I999,United States,N
00699,Airwaves Airlink,ZMB,Z9,WLA,AIRLIMITED,Zambia,N
00700,Airways Corporation of New Zealand,NZL,Z9,XFX,AIRCORP,New Zealand,N
00701,Airways,FRA,Z9,WAY,GARONNE,France,N
00702,Airwings oy,FIN,Z9,WGS,AIRWINGS,Finland,N
00703,Airkenya,KEN,Z9,XAK,SUNEXPRESS,Kenya,N
00704,Air-Lift Associates,USA,Z9,WPK,WOLFPACK,United States,N
00705,Airtrans Ltd,RUS,Z9,VAB,I999,Russia,N
00706,ARP 410 Airlines,UKR,Z9,URP,AIR-ARP,Ukraine,N
00707,Auckland Regional Rescue Helicopter Trust,NZL,Z9,WPR,WESTPAC RESCUE,New Zealand,N
00708,Aurora Airlines,SVN,Z9,URR,AIR AURORA,Slovenia,N
00709,Austro Aereo,ECU,Z9,UST,AUSTRO AEREO,Ecuador,N
00710,Aviation Partners,USA,Z9,WLT,WINGLET,United States,N
00711,Avialift Vladivostok,RUS,Z9,VLV,VLADLIFT,Russia,N
00712,Aviacion Comercial de America,MEX,Z9,VME,AVIAMERICA,Mexico,N
00713,Aviast Air,RUS,Z9,VVA,IALSI,Russia,N
00714,Aviation North,USA,Z9,WLV,WOLVERINE,United States,N
00715,Africa West,TGO,FK,WTA,WEST TOGO,Togo,Y
00716,Avient Air Zambia,ZMB,Z9,VNT,AVIENT,Zambia,N
